course_name,course_url,course_provider,course_skill,course_rating,course_enroll,course_difficultty,course_time,course_type,course_frr
Introduction to DevSecOps,https://www.coursera.org/learn/introduction-to-devsecops,Johns Hopkins University,Skills you'll gain: DevOps,,"1,630",intermediate,1-4 weeks,course,free
User Experience & Interaction Design for AR/VR/MR/XR,https://www.coursera.org/learn/user-experience-interaction-design-augmented-virtual-mixed-extended-reality,University of Michigan,"Skills you'll gain: Human Computer Interaction, User Experience, Business Psychology, Computer Graphics, Research and Design, User Experience Design, Virtual Reality, Interactive Design, Entrepreneurship, Leadership and Management, Problem Solving",4.7,,intermediate,1-4 weeks,course,free
DevOps Culture and Mindset,https://www.coursera.org/learn/devops-culture-and-mindset,"University of California, Davis","Skills you'll gain: DevOps, Continuous Delivery, Continuous Integration, Software Testing, Leadership and Management",4.8,"39,371",intermediate,1-4 weeks,course,free
Building Web Applications in Django,https://www.coursera.org/learn/django-build-web-apps,University of Michigan,"Skills you'll gain: Other Web Frameworks, Web Development, Application Development, Computer Programming, Django (Web Framework), HTML and CSS, Python Programming, Software Engineering, Statistical Programming",4.7,"40,414",intermediate,1-4 weeks,course,free
Front-End Developer Capstone,https://www.coursera.org/learn/meta-front-end-developer-capstone,Meta,"Skills you'll gain: Front-End Web Development, Web Development, Business Psychology, React (web framework), Research and Design, User Experience Design, Cloud Computing, Computer Programming, HTML and CSS, Javascript, Semantic Web, Software Engineering, Web Design, Application Development, Human Computer Interaction, Project Management, Software Engineering Tools, Software Testing, Strategy and Operations, User Experience",4.6,"14,851",intermediate,1-4 weeks,course,free
More C# Programming and Unity,https://www.coursera.org/learn/more-programming-unity,University of Colorado System,"Skills you'll gain: Computer Programming, Software Engineering, Other Programming Languages, Software Engineering Tools, C Programming Language Family, Entrepreneurship, Leadership and Management, Problem Solving, Research and Design, Software Testing",4.8,"21,718",intermediate,1-4 weeks,course,free
Continuous Integration and Continuous Delivery (CI/CD),https://www.coursera.org/learn/continuous-integration-and-continuous-delivery-ci-cd,IBM Skills Network,"Skills you'll gain: DevOps, Continuous Delivery, Continuous Integration",4.7,"5,857",intermediate,1-4 weeks,course,free
Architecting with Google Kubernetes Engine: Foundations,https://www.coursera.org/learn/foundations-google-kubernetes-engine-gke,Google Cloud,"Skills you'll gain: Cloud Computing, Information Technology, Google Cloud Platform, Kubernetes, Cloud Platforms",4.7,"55,133",intermediate,1-4 weeks,course,free
Introduction to Test Driven Development (TDD),https://www.coursera.org/learn/test-and-behavior-driven-development-tdd-bdd,IBM Skills Network,"Skills you'll gain: Software Engineering, Software Testing",4.8,"6,682",intermediate,1-4 weeks,course,free
Spring - Ecosystem and Core,https://www.coursera.org/learn/spring-ecosystem-and-core,LearnQuest,"Skills you'll gain: Computer Programming, Java Programming, Other Web Frameworks, Web Development, Programming Principles, Mobile Development",3.7,"13,779",intermediate,1-4 weeks,course,free
"Functions, Methods, and Interfaces in Go",https://www.coursera.org/learn/golang-functions-methods,"University of California, Irvine","Skills you'll gain: Computer Programming, Other Programming Languages, Programming Principles",4.6,"21,558",intermediate,1-4 weeks,course,free
Intermediate IntelÆ Distribution of OpenVINOô toolkit for Deep Learning Applications,https://www.coursera.org/learn/int-openvino,Intel,"Skills you'll gain: Mathematics, Application Development, Computer Vision, Deep Learning, Machine Learning",4.4,"1,957",intermediate,1-4 weeks,course,free
Building Cloud Services with the Java Spring Framework,https://www.coursera.org/learn/cloud-services-java-spring-framework,Vanderbilt University,"Skills you'll gain: Cloud Computing, Computer Programming, Other Programming Languages, Cloud API, Cloud Infrastructure, Software As A Service, Cloud Applications, Computer Architecture, Computer Networking, Data Visualization, Distributed Computing Architecture, Hardware Design, Java Programming, Mobile Development, Other Web Frameworks, Programming Principles, Web Development",4.3,"27,282",intermediate,1-4 weeks,course,free
Introduction to C++ Programming and Unreal,https://www.coursera.org/learn/introductionprogrammingunreal,University of Colorado System,"Skills you'll gain: Computer Programming, C Programming Language Family, C++ Programming, Computer Graphic Techniques, Computer Graphics, Entrepreneurship, Leadership and Management, Mathematical Theory & Analysis, Mathematics, Problem Solving, Research and Design, Human Computer Interaction, Project Management, Strategy and Operations, Virtual Reality",4.6,"9,509",intermediate,1-4 weeks,course,free
Python Classes and Inheritance,https://www.coursera.org/learn/python-classes-inheritance,University of Michigan,"Skills you'll gain: Computer Programming, Python Programming, Statistical Programming, Programming Principles",4.7,"87,694",intermediate,1-4 weeks,course,free
Real-Time Cyber Threat Detection and Mitigation,https://www.coursera.org/learn/real-time-cyber-threat-detection,New York University,"Skills you'll gain: Computer Networking, Network Security, Security Engineering, Cyberattacks, Software Security, Computer Architecture, Network Architecture, Operating Systems, Security Software, System Security",4.8,"15,470",intermediate,1-4 weeks,course,free
Introduction to Automated Analysis,https://www.coursera.org/learn/automated-analysis,University of Minnesota,"Skills you'll gain: Software Engineering, Software Testing, Computer Programming, Computer Programming Tools, Finance, Java Programming, Mobile Development",4.2,"9,810",intermediate,1-4 weeks,course,free
Data Pipelines with TensorFlow Data Services,https://www.coursera.org/learn/data-pipelines-tensorflow,DeepLearning.AI,"Skills you'll gain: Data Management, Extract, Transform, Load, Machine Learning, Deep Learning, Data Model, Tensorflow, Java Programming, Javascript, Mobile Development, Web Development",4.4,"18,168",intermediate,1-4 weeks,course,free
"Developing AR/VR/MR/XR Apps with WebXR, Unity & Unreal",https://www.coursera.org/learn/develop-augmented-virtual-mixed-extended-reality-applications-webxr-unity-unreal,University of Michigan,"Skills you'll gain: Computer Programming, Computer Graphics, Human Computer Interaction, Virtual Reality, User Experience, Computer Vision, Interactive Design, Machine Learning",4.4,"6,325",intermediate,1-4 weeks,course,free
Back-End Developer Capstone,https://www.coursera.org/learn/back-end-developer-capstone,Meta,"Skills you'll gain: Back-End Web Development, Computer Programming, Django (Web Framework), Python Programming, Statistical Programming, Web Development, Databases, Software Engineering, Software Testing, Computer Programming Tools, Data Management, Full-Stack Web Development, SQL, Application Development, Entrepreneurship, Leadership and Management, Planning, Programming Principles, Software Architecture, Supply Chain and Logistics, Theoretical Computer Science",4.6,"5,599",intermediate,1-4 weeks,course,free
Computer Vision Basics,https://www.coursera.org/learn/computer-vision-basics,University at Buffalo,"Skills you'll gain: Computer Vision, Machine Learning, Mathematics, Computer Graphics, Data Analysis, Matlab",4.2,"74,874",intermediate,1-4 weeks,course,free
Agile Software Development,https://www.coursera.org/learn/agile-software-development,University of Minnesota,"Skills you'll gain: Agile Software Development, Software Engineering, Scrum (Software Development)",4.7,"1,39,032",intermediate,1-4 weeks,course,free
"Python Project: pillow, tesseract, and opencv",https://www.coursera.org/learn/python-project,University of Michigan,"Skills you'll gain: Communication, Computer Programming, Computer Programming Tools, Journalism, Python Programming, Statistical Programming",4,"61,417",intermediate,1-4 weeks,course,free
"Spring MVC, Spring Boot  and Rest Controllers",https://www.coursera.org/learn/spring-mvc-rest-controller,LearnQuest,"Skills you'll gain: Computer Programming, Other Web Frameworks, Programming Principles, Web Development, Java Programming, Mobile Development",4.3,"10,647",intermediate,1-4 weeks,course,free
Big Data Analysis with Scala and Spark,https://www.coursera.org/learn/scala-spark-big-data,…cole Polytechnique FÈdÈrale de Lausanne,"Skills you'll gain: Apache, Big Data, Computer Programming, Data Management, Data Engineering, Other Programming Languages, Data Analysis, Data Analysis Software, SQL, Scala Programming",4.6,"95,896",intermediate,1-4 weeks,course,free
C# Class Development,https://www.coursera.org/learn/csharp-class-development,University of Colorado System,"Skills you'll gain: Computer Programming, Other Programming Languages, C Programming Language Family, Software Engineering, Software Engineering Tools",4.9,"3,393",intermediate,1-4 weeks,course,free
Advanced Programming in Kotlin,https://www.coursera.org/learn/advanced-programming-in-kotlin,Meta,"Skills you'll gain: Computer Programming, Other Programming Languages, Android Development, Mobile Development, Software Engineering, Software Testing",4.7,"2,628",intermediate,1-4 weeks,course,free
Advanced Deployment Scenarios with TensorFlow,https://www.coursera.org/learn/advanced-deployment-scenarios-tensorflow,DeepLearning.AI,"Skills you'll gain: Machine Learning, Tensorflow, Applied Machine Learning, Computer Programming, Cross Platform Development, Deep Learning, Mobile Development, Python Programming, Statistical Programming, Data Visualization, Machine Learning Algorithms, Machine Learning Software, Security Engineering, Visualization (Computer Graphics)",4.8,"17,679",intermediate,1-4 weeks,course,free
Principles of Secure Coding,https://www.coursera.org/learn/secure-coding-principles,"University of California, Davis","Skills you'll gain: Computer Programming, Security Engineering, Software Security, Operating Systems, System Security, Programming Principles, Security Software",4.4,"14,929",intermediate,1-4 weeks,course,free
"Database Architecture, Scale, and NoSQL with Elasticsearch",https://www.coursera.org/learn/database-architecture-scale-nosql-elasticsearch-postgresql,University of Michigan,"Skills you'll gain: Databases, Cloud Computing, Computer Programming, Data Management, Statistical Programming, NoSQL, SQL, Cloud Applications, PostgreSQL",4.3,"6,268",intermediate,1-4 weeks,course,free
Decentralized Applications (Dapps),https://www.coursera.org/learn/decentralized-apps-on-blockchain,University at Buffalo,"Skills you'll gain: BlockChain, Finance, Cryptography, Security Engineering, Computer Programming, Computer Programming Tools, FinTech, Javascript, Software Engineering, Software Testing, Web Development",4.5,"36,338",intermediate,1-4 weeks,course,free
